loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,1,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,title,zip_code,addr_state,dti,open_acc,revol_bal,revol_util,total_acc,application_type,tot_cur_bal,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
7700,7700, 36 months,8.24%,242.15,B,B1,Account Executive,10+ years,MORTGAGE,132000,Not Verified,Issued,other,Other,444xx,OH,19.44,19,71021,73.70%,35,INDIVIDUAL,172368,2,9072,0,222174,74581,51900,15344
10000,10000, 36 months,5.32%,301.15,A,A1,Account Executive,10+ years,MORTGAGE,58000,Not Verified,Issued,debt_consolidation,Debt consolidation,923xx,CA,27.66,15,8207,24.60%,28,INDIVIDUAL,143283,6,9552,0,192780,37127,19200,52237
15000,15000, 36 months,7.49%,466.53,A,A4,Account Executive,n/a,RENT,82000,Verified,Issued,credit_card,Credit card refinancing,070xx,NJ,8.78,7,31777,50.10%,14,INDIVIDUAL,31777,4,4540,0,63400,31777,60400,0
8000,8000, 36 months,10.49%,259.99,B,B2,Account Executive,10+ years,RENT,30000,Verified,Issued,debt_consolidation,Debt consolidation,852xx,AZ,29.52,25,10212,39.90%,26,INDIVIDUAL,31986,7,1279,0,49988,31986,16800,24388
5000,5000, 36 months,11.49%,164.86,B,B5,Account Executive,9 years,RENT,68000,Verified,Issued,credit_card,Credit card refinancing,330xx,FL,3.39,4,5324,43.60%,6,INDIVIDUAL,5324,2,1331,0,12200,5324,12200,0
21500,21500, 60 months,11.49%,472.74,B,B5,Account Executive,2 years,MORTGAGE,62000,Not Verified,Issued,debt_consolidation,Debt consolidation,610xx,IL,29.64,8,1693,21.70%,31,INDIVIDUAL,116393,3,14549,0,178098,14093,0,57298
7200,7200, 36 months,7.49%,223.94,A,A4,Account Executive,1 year,RENT,61500,Source Verified,Issued,credit_card,Credit card refinancing,294xx,SC,16.27,21,6759,20.20%,36,INDIVIDUAL,23166,7,1103,0,78676,23166,24600,45276
13000,13000, 36 months,11.49%,428.63,B,B5,Account Executive,2 years,RENT,65000,Source Verified,Issued,credit_card,Credit card refinancing,295xx,SC,11.33,12,16812,59.80%,19,INDIVIDUAL,17161,4,1430,0,27366,17161,18500,0
12000,12000, 36 months,7.24%,371.85,A,A3,Account Executive,10+ years,MORTGAGE,65000,Source Verified,Issued,debt_consolidation,Debt consolidation,890xx,NV,21.86,13,11598,43%,23,INDIVIDUAL,218545,3,16811,0,285202,41599,14500,39795
24250,24250, 36 months,7.49%,754.22,A,A4,Account Executive,n/a,MORTGAGE,47880,Not Verified,Current,credit_card,Credit card refinancing,467xx,IN,23.13,9,16798,62.40%,27,JOINT,126151,3,14017,0,147856,31317,18900,22942
15000,15000, 36 months,10.49%,487.47,B,B2,Account Executive,10+ years,OWN,39000,Verified,Issued,debt_consolidation,Debt consolidation,456xx,OH,23.32,22,18815,45%,38,INDIVIDUAL,18815,7,1106,0,42150,18815,9050,0
23325,23325, 60 months,15.99%,567.1,C,C5,Account Executive ,10+ years,OWN,57000,Not Verified,Issued,debt_consolidation,Debt consolidation,461xx,IN,28.8,14,24576,72.30%,37,INDIVIDUAL,38504,3,2962,0,63271,38504,17300,29271
5000,5000, 36 months,10.49%,162.49,B,B2,Account Executive ,10+ years,MORTGAGE,42000,Source Verified,Issued,debt_consolidation,Debt consolidation,156xx,PA,7.11,6,7980,65.40%,7,INDIVIDUAL,75710,1,12618,0,83526,7980,5000,0
24000,24000, 60 months,12.74%,542.89,C,C1,Account Executive ,10+ years,OWN,101000,Not Verified,Issued,credit_card,Credit card refinancing,334xx,FL,15.09,9,21427,67.40%,13,INDIVIDUAL,53433,2,5937,0,75306,53433,27500,43506
6000,6000, 36 months,12.74%,201.42,C,C1,Account Executive ,5 years,MORTGAGE,50000,Verified,Issued,home_improvement,Home improvement,816xx,CO,17.11,5,3428,28.60%,20,INDIVIDUAL,16455,3,3291,0,29000,16455,9800,17000
40000,40000, 60 months,10.49%,859.56,B,B2,Account Executive ,3 years,MORTGAGE,100000,Source Verified,Issued,debt_consolidation,Debt consolidation,902xx,CA,49.25,16,163231,64.90%,35,JOINT,677596,4,42350,0,934375,215777,116800,81416
3500,3500, 36 months,17.99%,126.52,D,D2,Account executive ,10+ years,MORTGAGE,73000,Verified,Issued,debt_consolidation,Debt consolidation,338xx,FL,34.77,17,14522,56.30%,33,INDIVIDUAL,245617,8,15351,0,276341,161596,9700,165741
12000,12000, 36 months,5.32%,361.38,A,A1,Account Executive ,10+ years,MORTGAGE,125000,Verified,Issued,credit_card,Credit card refinancing,117xx,NY,18.45,19,29697,39%,31,INDIVIDUAL,249929,6,13154,0,324546,72496,39100,55747
17600,17600, 36 months,15.99%,618.68,C,C5,Account Executive ,10+ years,RENT,76000,Source Verified,Issued,debt_consolidation,Debt consolidation,945xx,CA,6.04,5,5503,63.30%,17,INDIVIDUAL,10264,3,2053,0,17103,10264,8700,7365
1800,1800, 36 months,19.99%,66.89,D,D4,Account Executive ,2 years,RENT,84000,Source Verified,Issued,other,Other,782xx,TX,18.81,26,3463,42.20%,65,INDIVIDUAL,81743,12,3144,0,98381,81743,2800,90181
36000,36000, 36 months,7.24%,1115.54,A,A3,Account Executive ,2 years,MORTGAGE,220000,Verified,Issued,home_improvement,Home improvement,151xx,PA,21.68,16,78092,53.10%,32,INDIVIDUAL,376754,4,23547,0,467756,144495,100500,92906
16800,16800, 36 months,11.39%,553.12,B,B3,Account Executive ,< 1 year,MORTGAGE,49112,Not Verified,Issued,credit_card,Credit card refinancing,147xx,NY,20.48,6,9106,54.50%,15,INDIVIDUAL,62969,0,10495,0,90700,9551,10700,14000
20000,20000, 36 months,14.99%,693.21,C,C4,Account Executive ,10+ years,MORTGAGE,81000,Verified,Issued,credit_card,Credit card refinancing,744xx,OK,21.07,25,26938,29.20%,38,INDIVIDUAL,260592,9,10858,0,355493,49931,72700,47278
5000,5000, 36 months,11.44%,164.74,B,B4,Account Executive ,10+ years,RENT,145000,Verified,Issued,other,Other,400xx,KY,13.91,7,3601,78.30%,26,INDIVIDUAL,44654,2,6379,0,49581,44654,4400,44981
6000,6000, 36 months,5.32%,180.69,A,A1,Account Executive ,2 years,MORTGAGE,58000,Not Verified,Issued,credit_card,Credit card refinancing,998xx,AK,15.41,19,9756,11.60%,30,INDIVIDUAL,54031,3,3178,0,208825,14392,70500,12725
24700,24700, 60 months,17.99%,627.09,D,D2,Account Executive ,9 years,MORTGAGE,136000,Verified,Issued,credit_card,Credit card refinancing,310xx,GA,29.98,25,33313,61%,45,INDIVIDUAL,237008,11,9875,0,277238,238200,16630,222708
8650,8650, 36 months,17.99%,312.68,D,D2,Account Executive ,10+ years,MORTGAGE,57000,Source Verified,Issued,debt_consolidation,Debt consolidation,086xx,NJ,25.75,14,24102,51.10%,26,INDIVIDUAL,34774,3,2675,0,67200,34774,24900,20000
3600,3600, 36 months,13.99%,123.03,C,C3,Account Executive ,10+ years,RENT,26000,Not Verified,Issued,debt_consolidation,Debt consolidation,144xx,NY,31.02,8,13021,63.20%,14,INDIVIDUAL,29846,2,3731,0,39442,29846,10700,18842
25000,25000, 36 months,11.44%,823.69,B,B4,Account Executive ,10+ years,MORTGAGE,86000,Not Verified,Issued,home_improvement,Home improvement,352xx,AL,13.51,4,2027,11.60%,13,INDIVIDUAL,315290,0,78823,0,373541,32268,17500,0
35000,35000, 36 months,18.99%,1282.79,D,D3,Account executive ,2 years,MORTGAGE,93389.28,Verified,Issued,debt_consolidation,Debt consolidation,305xx,GA,22.14,7,34972,95.30%,24,INDIVIDUAL,66892,10,9556,0,73496,66892,8500,36796
6975,6975, 36 months,8.24%,219.35,B,B1,Account Executive ,1 year,RENT,41000,Source Verified,Issued,credit_card,Credit card refinancing,110xx,NY,8.4,4,6978,77.50%,4,INDIVIDUAL,11095,1,2774,0,14893,11095,6000,5893
9000,9000, 36 months,8.24%,283.03,B,B1,Account Executive ,10+ years,RENT,65000,Not Verified,Issued,credit_card,Credit card refinancing,933xx,CA,12.78,7,11460,45%,24,INDIVIDUAL,20581,5,2940,0,42678,20581,20300,17378
2500,2500, 36 months,8.24%,78.62,B,B1,Account Executive ,10+ years,RENT,140000,Not Verified,Issued,debt_consolidation,Debt consolidation,921xx,CA,16.29,8,15785,90.20%,18,INDIVIDUAL,23286,1,3327,0,53500,23286,12000,36000
5000,5000, 36 months,5.32%,150.58,A,A1,Account executive ,6 years,MORTGAGE,145000,Not Verified,Issued,credit_card,Credit card refinancing,551xx,MN,12.26,20,51917,35.40%,33,INDIVIDUAL,374687,11,18734,0,693208,72733,84500,36008
12000,12000, 36 months,12.74%,402.83,C,C1,Account Executive ,1 year,MORTGAGE,90000,Not Verified,Issued,debt_consolidation,Debt consolidation,553xx,MN,33.51,11,30553,61.50%,19,INDIVIDUAL,254760,4,23160,0,316739,95616,49700,103039
14000,14000, 60 months,23.99%,402.68,E,E2,Account Executive ,5 years,RENT,35000,Source Verified,Issued,credit_card,Credit card refinancing,440xx,OH,31.1,14,20658,78%,32,INDIVIDUAL,64341,4,4949,0,72466,64341,22700,45966
35000,35000, 36 months,6.99%,1080.54,A,A2,Account Executive ,10+ years,MORTGAGE,300000,Verified,Issued,home_improvement,Home improvement,770xx,TX,16.88,24,42386,20%,30,INDIVIDUAL,104675,10,4361,0,229069,104675,72900,124958
5000,5000, 36 months,11.49%,164.86,B,B5,Account Executive ,8 years,MORTGAGE,39800,Verified,Issued,debt_consolidation,Debt consolidation,711xx,LA,28.38,10,4081,46.40%,27,INDIVIDUAL,185127,8,18513,0,199353,66135,5300,61971
2750,2750, 36 months,11.49%,90.68,B,B5,Account Executive ,n/a,RENT,23000,Verified,Issued,debt_consolidation,Debt consolidation,100xx,NY,8.66,3,4616,54.30%,6,INDIVIDUAL,4616,3,1539,0,8500,4616,8000,0
5000,5000, 36 months,10.49%,162.49,B,B2,Account Executive ,10+ years,MORTGAGE,69000,Source Verified,Issued,home_improvement,Home improvement,296xx,SC,34.21,11,9591,45.50%,24,INDIVIDUAL,148051,3,13459,0,196027,53347,10500,76045
16000,16000, 60 months,14.99%,380.56,C,C4,Account Executive ,9 years,MORTGAGE,45000,Source Verified,Issued,home_improvement,Home improvement,339xx,FL,12.29,12,4008,18.10%,15,INDIVIDUAL,129448,8,11768,0,155046,11844,12000,11505
7500,7500, 36 months,22.74%,289.31,E,E1,Account Executive ,2 years,RENT,28880,Not Verified,Issued,debt_consolidation,Debt consolidation,958xx,CA,32.75,12,3367,26.70%,22,INDIVIDUAL,57063,7,4755,0,76379,57063,6600,63779
8400,8400, 36 months,13.49%,285.02,C,C2,Account Executive ,10+ years,RENT,40000,Source Verified,Issued,debt_consolidation,Debt consolidation,900xx,CA,23.6,14,18342,68.50%,33,INDIVIDUAL,40793,7,2914,0,55331,40793,19400,26431
10000,10000, 36 months,8.24%,314.48,B,B1,Account Executive - Southern Region,n/a,MORTGAGE,53663,Verified,Issued,debt_consolidation,Debt consolidation,040xx,ME,12.37,7,4074,38.40%,14,INDIVIDUAL,275311,2,39330,0,324559,11186,6300,18048
7200,7200, 36 months,10.49%,233.99,B,B2,Account Executive & Product Development ,10+ years,RENT,140000,Not Verified,Issued,credit_card,Credit card refinancing,945xx,CA,8.25,7,25188,84.20%,16,INDIVIDUAL,29189,0,4170,0,44712,29189,27100,14512
25000,25000, 60 months,18.99%,648.38,D,D3,Account Executive II,10+ years,MORTGAGE,81900,Verified,Issued,debt_consolidation,Debt consolidation,925xx,CA,16.31,10,9917,44.10%,35,INDIVIDUAL,425594,7,42559,0,450438,48928,8000,47938
12000,12000, 36 months,12.74%,402.83,C,C1,Account Executive ll ,6 years,MORTGAGE,60000,Not Verified,Issued,medical,Medical expenses,601xx,IL,13.54,9,10732,52.40%,16,INDIVIDUAL,200175,5,22242,0,231099,14339,12300,22854
9000,9000, 36 months,10.49%,292.48,B,B2,Account Executive/Agent,2 years,RENT,70000,Source Verified,Issued,debt_consolidation,Debt consolidation,564xx,MN,13.85,13,4660,43.10%,36,INDIVIDUAL,47858,5,4351,0,53963,47858,6300,43163
15000,15000, 36 months,14.99%,519.91,C,C4,Account Executive/Sports Director,10+ years,MORTGAGE,47316,Source Verified,Issued,debt_consolidation,Debt consolidation,604xx,IL,16.66,10,5483,27.80%,12,INDIVIDUAL,160014,1,17779,0,203322,16136,14900,23878
6350,6350, 36 months,13.49%,215.46,C,C2,Account Lead,n/a,RENT,20950.8,Verified,Issued,debt_consolidation,Debt consolidation,913xx,CA,19.26,4,6712,29.10%,9,INDIVIDUAL,6712,2,1678,0,23100,6712,15700,0
16000,16000, 60 months,13.99%,372.21,C,C3,Account Lead,10+ years,OWN,60000,Source Verified,Issued,debt_consolidation,Debt consolidation,028xx,RI,5.92,4,13829,57.60%,16,INDIVIDUAL,205863,1,51466,0,235080,13829,16000,0
16375,16375, 60 months,15.99%,398.13,C,C5,Account Management,10+ years,MORTGAGE,39000,Verified,Issued,credit_card,Credit card refinancing,463xx,IN,5.57,5,10998,62.80%,12,INDIVIDUAL,128861,3,25772,0,139786,10998,12500,0
12000,12000, 36 months,12.74%,402.83,C,C1,Account Management Director,8 years,MORTGAGE,120000,Not Verified,Issued,debt_consolidation,Debt consolidation,060xx,CT,9.59,10,6559,44%,25,INDIVIDUAL,41824,6,4182,0,58786,41824,7500,43886
3400,3400, 36 months,6.99%,104.97,A,A2,Account Management Supervisor,3 years,RENT,33600,Not Verified,Issued,debt_consolidation,Debt consolidation,328xx,FL,23.94,16,6434,23.10%,24,INDIVIDUAL,54477,10,3405,0,83862,54477,3800,56062
10000,10000, 36 months,8.24%,314.48,B,B1,Account Manager,3 years,MORTGAGE,150000,Not Verified,Issued,debt_consolidation,Debt consolidation,019xx,MA,8.1,13,6792,57%,26,INDIVIDUAL,37644,4,2895,0,55278,37644,9900,43438
12000,12000, 36 months,6.99%,370.48,A,A2,Account Manager,3 years,RENT,80000,Source Verified,Issued,debt_consolidation,Debt consolidation,840xx,UT,14.71,15,13982,25.70%,21,INDIVIDUAL,39545,0,2636,0,97964,39545,44500,43464
13000,13000, 36 months,12.74%,436.4,C,C1,Account Manager,5 years,RENT,44052,Source Verified,Issued,debt_consolidation,Debt consolidation,077xx,NJ,23.86,9,4531,21.60%,11,INDIVIDUAL,30358,7,3373,0,50383,30358,14200,29383
12000,12000, 60 months,16.99%,298.17,D,D1,Account Manager,7 years,MORTGAGE,55000,Not Verified,Issued,other,Other,480xx,MI,16.91,17,13155,25.10%,28,INDIVIDUAL,13752,8,809,0,61500,13752,43100,9000
6000,6000, 36 months,8.24%,188.69,B,B1,Account Manager,10+ years,MORTGAGE,77000,Source Verified,Issued,debt_consolidation,Debt consolidation,390xx,MS,12.38,10,3243,22.70%,26,INDIVIDUAL,152527,4,15253,0,188773,61970,6500,78473
40000,40000, 36 months,17.99%,1445.9,D,D2,Account Manager,10+ years,MORTGAGE,139000,Verified,Issued,debt_consolidation,Debt consolidation,483xx,MI,5.91,5,32103,36.90%,18,INDIVIDUAL,299418,4,59884,0,357000,32103,87000,0
5000,5000, 36 months,11.49%,164.86,B,B5,Account Manager,< 1 year,RENT,40000,Source Verified,Issued,credit_card,Credit card refinancing,294xx,SC,3.81,21,6117,51%,33,INDIVIDUAL,53736,5,2687,0,51336,53736,9000,39336
7500,7500, 36 months,8.24%,235.86,B,B1,account manager,10+ years,MORTGAGE,72000,Source Verified,Issued,debt_consolidation,Debt consolidation,361xx,AL,12.38,12,6884,43%,26,INDIVIDUAL,379824,4,37982,0,435148,21320,14500,18548
24000,24000, 60 months,14.99%,570.84,C,C4,Account Manager,2 years,OWN,61360,Verified,Issued,credit_card,Credit card refinancing,405xx,KY,25.15,20,32202,55.10%,38,INDIVIDUAL,196467,3,10340,0,254127,50722,44100,31317
35000,35000, 60 months,13.49%,805.17,C,C2,Account Manager,3 years,MORTGAGE,98000,Verified,Issued,debt_consolidation,Debt consolidation,070xx,NJ,21.44,15,20688,60.30%,34,JOINT,659597,4,43973,0,684121,146133,18300,129421
16000,16000, 60 months,29.99%,517.56,F,F3,Account Manager,10+ years,RENT,112000,Source Verified,Issued,debt_consolidation,Debt consolidation,070xx,NJ,25.52,16,25361,93.90%,32,INDIVIDUAL,53322,10,3333,0,88394,53322,18500,56681
10000,10000, 36 months,13.99%,341.73,C,C3,Account Manager,2 years,OWN,75000,Not Verified,Issued,debt_consolidation,Debt consolidation,981xx,WA,10.5,6,9489,66.80%,12,INDIVIDUAL,121768,4,20295,0,134711,15368,13900,14111
5500,5500, 36 months,10.49%,178.74,B,B2,Account Manager,6 years,MORTGAGE,37000,Not Verified,Issued,credit_card,Credit card refinancing,210xx,MD,17.71,11,8514,61.30%,18,JOINT,257980,3,32248,0,266563,64651,13100,58741
31400,31400, 60 months,14.99%,746.84,C,C4,Account Manager,10+ years,RENT,151000,Verified,Issued,debt_consolidation,Debt consolidation,941xx,CA,20.75,12,66505,59.60%,22,INDIVIDUAL,90586,5,7549,0,156223,90586,93000,44723
6000,6000, 36 months,11.49%,197.83,B,B5,Account manager,8 years,MORTGAGE,46000,Source Verified,Issued,other,Other,554xx,MN,22.96,21,13153,51.20%,52,INDIVIDUAL,213256,6,11848,0,267475,63883,10800,48842
12000,12000, 36 months,7.99%,375.99,A,A5,Account Manager,n/a,RENT,0,Not Verified,Issued,debt_consolidation,Debt consolidation,921xx,CA,9999,4,11081,51.30%,12,JOINT,11081,1,2770,0,21600,11081,21500,0
25000,25000, 60 months,15.99%,607.82,C,C5,Account Manager,2 years,OWN,50000,Verified,Issued,credit_card,Credit card refinancing,614xx,IL,21.53,5,28628,67%,7,INDIVIDUAL,98643,0,19729,0,126554,34605,30700,18054
20000,20000, 60 months,13.99%,465.27,C,C3,Account Manager,< 1 year,MORTGAGE,40000,Source Verified,Issued,debt_consolidation,Debt consolidation,669xx,KS,28.11,7,8083,50.20%,17,JOINT,228865,0,32695,0,274040,26954,4500,41925
18000,18000, 36 months,15.99%,632.74,C,C5,Account Manager,10+ years,RENT,53653,Source Verified,Issued,debt_consolidation,Debt consolidation,547xx,WI,15.28,4,8299,92.20%,15,INDIVIDUAL,14355,1,3589,0,17000,14355,9000,8000
35000,35000, 60 months,30.89%,1151.58,G,G3,Account Manager,7 years,MORTGAGE,50200,Verified,Issued,debt_consolidation,Debt consolidation,431xx,OH,48.15,17,15123,78%,39,JOINT,283826,7,16696,0,297702,94859,12600,85486
6000,6000, 36 months,11.39%,197.55,B,B3,Account Manager,3 years,MORTGAGE,36000,Verified,Issued,home_improvement,Home improvement,925xx,CA,25.93,12,963,8.80%,24,INDIVIDUAL,188022,6,17093,0,211882,25041,2700,36260
7000,7000, 36 months,12.74%,234.99,C,C1,Account Manager,4 years,RENT,85000,Not Verified,Issued,credit_card,Credit card refinancing,949xx,CA,9.37,5,6375,55.40%,8,INDIVIDUAL,19804,2,4951,0,40929,19804,11500,29429
16000,16000, 60 months,12.74%,361.93,C,C1,Account Manager,< 1 year,RENT,62000,Not Verified,Issued,debt_consolidation,Debt consolidation,968xx,HI,24.43,18,152,0.50%,29,INDIVIDUAL,79494,3,4416,0,133752,79494,23800,104752
17500,17500, 60 months,13.49%,402.59,C,C2,account manager,10+ years,RENT,70000,Not Verified,Issued,debt_consolidation,Debt consolidation,330xx,FL,26.69,11,12949,34.40%,23,INDIVIDUAL,43971,3,3997,0,105015,43971,11200,67415
24000,24000, 36 months,11.44%,790.74,B,B4,Account Manager,< 1 year,RENT,65000,Source Verified,Issued,debt_consolidation,Debt consolidation,397xx,MS,21.55,6,4355,37.90%,24,INDIVIDUAL,25533,6,5107,0,54138,25533,11500,42638
10000,10000, 36 months,12.74%,335.69,C,C1,Account manager,10+ years,OWN,32425,Source Verified,Issued,credit_card,Credit card refinancing,088xx,NJ,28.61,5,14406,40.70%,8,INDIVIDUAL,24614,1,4923,0,57672,24614,35400,22272
2000,2000, 36 months,16.99%,71.3,D,D1,Account Manager,10+ years,MORTGAGE,70000,Source Verified,Issued,debt_consolidation,Debt consolidation,953xx,CA,1.99,9,3014,16.80%,28,INDIVIDUAL,328779,8,36531,0,346200,3014,17000,0
7500,7500, 36 months,11.39%,246.93,B,B3,Account Manager,2 years,RENT,57000,Source Verified,Issued,debt_consolidation,Debt consolidation,073xx,NJ,23.77,12,7194,30%,36,INDIVIDUAL,152254,7,13841,0,163423,152254,23900,139423
25875,25875, 36 months,8.24%,813.7,B,B1,Account Manager,10+ years,RENT,78000,Source Verified,Issued,debt_consolidation,Debt consolidation,601xx,IL,14.05,7,641,3%,21,INDIVIDUAL,194551,4,27793,0,229264,15598,11400,28000
35000,35000, 36 months,13.99%,1196.05,C,C3,Account Manager,10+ years,RENT,120000,Verified,Issued,debt_consolidation,Debt consolidation,117xx,NY,12.01,13,19178,38.60%,31,INDIVIDUAL,46933,3,4693,0,88714,46933,19500,39014
3000,3000, 36 months,12.74%,100.71,C,C1,Account Manager,3 years,OWN,100000,Verified,Issued,debt_consolidation,Debt consolidation,705xx,LA,6.12,7,8036,100.50%,8,INDIVIDUAL,9204,1,1315,0,11509,9204,6500,3509
15000,15000, 36 months,8.24%,471.71,B,B1,Account Manager,< 1 year,RENT,85000,Source Verified,Issued,debt_consolidation,Debt consolidation,302xx,GA,11.97,19,16791,57.10%,56,INDIVIDUAL,100411,3,5285,0,103136,100411,11900,73736
8500,8500, 36 months,8.24%,267.31,B,B1,Account Manager,2 years,MORTGAGE,89000,Source Verified,Issued,debt_consolidation,Debt consolidation,301xx,GA,10.29,7,7007,62%,13,INDIVIDUAL,158472,3,22639,0,185779,21024,11300,30602
28000,28000, 36 months,13.49%,950.06,C,C2,Account Manager,10+ years,MORTGAGE,130000,Not Verified,Issued,debt_consolidation,Debt consolidation,554xx,MN,18,19,46098,82.90%,36,INDIVIDUAL,522030,7,27475,0,575070,250719,31000,206720
10000,10000, 36 months,11.49%,329.72,B,B5,Account Manager,5 years,RENT,76220,Verified,Issued,moving,Moving and relocation,917xx,CA,15.38,9,6036,19.60%,15,INDIVIDUAL,475832,2,52870,0,565365,26979,27900,50127
25000,25000, 36 months,6.99%,771.82,A,A2,Account Manager,10+ years,MORTGAGE,180000,Verified,Issued,debt_consolidation,Debt consolidation,926xx,CA,1.18,11,5328,14.80%,40,INDIVIDUAL,17044,8,1549,0,53714,17044,31300,17814
4800,4800, 36 months,18.99%,175.93,D,D3,Account Manager,n/a,OWN,19200,Verified,Issued,other,Other,378xx,TN,9.63,7,2793,52.70%,12,INDIVIDUAL,2793,3,399,0,5300,2793,400,0
23500,23500, 60 months,14.99%,558.95,C,C4,Account Manager,2 years,RENT,70000,Not Verified,Issued,debt_consolidation,Debt consolidation,201xx,VA,33.4,16,4234,8.30%,21,INDIVIDUAL,47945,3,2997,0,129311,47945,24800,78511
14400,14400, 36 months,7.99%,451.18,A,A5,Account Manager,10+ years,MORTGAGE,96308,Not Verified,Issued,home_improvement,Home improvement,057xx,VT,31.73,9,6422,2.90%,14,INDIVIDUAL,186397,2,20711,0,568567,77461,136000,260567
5000,5000, 36 months,23.99%,196.14,E,E2,Account Manager,10+ years,RENT,83000,Source Verified,Issued,moving,Moving and relocation,285xx,NC,17.67,11,4037,63.10%,38,INDIVIDUAL,54336,11,6037,0,60472,54336,1600,54072
11000,11000, 36 months,7.49%,342.12,A,A4,Account Manager,5 years,RENT,68000,Not Verified,Issued,debt_consolidation,Debt consolidation,303xx,GA,11.56,12,10184,19.90%,24,INDIVIDUAL,22072,4,2007,0,76465,22072,51100,25365
10000,10000, 36 months,12.74%,335.69,C,C1,Account Manager,n/a,OWN,72000,Verified,Issued,major_purchase,Major purchase,606xx,IL,25.93,8,21804,49.80%,19,INDIVIDUAL,54580,3,6823,0,86063,54580,43800,40734
24000,24000, 36 months,11.39%,790.17,B,B3,Account Manager,10+ years,MORTGAGE,69000,Source Verified,Issued,debt_consolidation,Debt consolidation,535xx,WI,24.64,16,12651,45.30%,25,INDIVIDUAL,31189,5,2228,0,71469,31189,15700,43569
2000,2000, 36 months,25.49%,80.04,E,E4,Account Manager,1 year,RENT,33000,Source Verified,Issued,debt_consolidation,Debt consolidation,900xx,CA,8.15,18,1340,4.70%,30,INDIVIDUAL,50203,13,2789,0,68607,50203,15000,40207
10000,10000, 60 months,15.99%,243.13,C,C5,Account Manager,10+ years,MORTGAGE,111000,Source Verified,Issued,debt_consolidation,Debt consolidation,070xx,NJ,4.34,6,3668,79.70%,7,INDIVIDUAL,271293,4,45216,0,277650,10520,4000,7500
10325,10325, 36 months,19.99%,383.67,D,D4,Account Manager,10+ years,RENT,41000,Source Verified,Issued,debt_consolidation,Debt consolidation,189xx,PA,16.51,7,8262,61.20%,9,INDIVIDUAL,21367,5,3052,0,32082,21367,12000,18582
4000,4000, 36 months,7.99%,125.33,A,A5,Account Manager,10+ years,RENT,30000,Not Verified,Issued,debt_consolidation,Debt consolidation,216xx,MD,20.44,18,2714,13.40%,35,INDIVIDUAL,10009,6,770,0,31162,10009,7300,10862
8000,8000, 36 months,11.49%,263.78,B,B5,Account Manager,10+ years,RENT,53000,Not Verified,Issued,debt_consolidation,Debt consolidation,114xx,NY,27.24,9,12218,93.30%,23,INDIVIDUAL,56699,4,6300,0,68085,56699,0,54985
6000,6000, 36 months,7.24%,185.93,A,A3,Account Manager,10+ years,OWN,75000,Not Verified,Issued,debt_consolidation,Debt consolidation,342xx,FL,11.79,9,16361,50.30%,19,INDIVIDUAL,218364,0,24263,0,265045,17325,21400,13570
9000,9000, 36 months,8.24%,283.03,B,B1,Account manager,3 years,MORTGAGE,85000,Source Verified,Issued,debt_consolidation,Debt consolidation,770xx,TX,28.21,12,7970,63.80%,36,INDIVIDUAL,263896,5,23991,0,295180,72789,4700,86854
8000,8000, 36 months,11.39%,263.39,B,B3,Account Manager,6 years,RENT,63000,Not Verified,Issued,debt_consolidation,Debt consolidation,920xx,CA,14.9,3,7196,88%,7,INDIVIDUAL,7900,2,2633,0,8200,7900,8200,0
12000,12000, 36 months,11.49%,395.66,B,B5,Account Manager,10+ years,MORTGAGE,100000,Source Verified,Issued,debt_consolidation,Debt consolidation,600xx,IL,25.47,20,15445,27.80%,31,INDIVIDUAL,311894,6,16415,0,406157,67447,34500,82900
21000,21000, 60 months,15.99%,510.57,C,C5,Account Manager,10+ years,RENT,120000,Source Verified,Issued,debt_consolidation,Debt consolidation,956xx,CA,17.1,15,34093,52.50%,23,INDIVIDUAL,65393,7,4360,0,119732,65393,49900,54732
15000,15000, 60 months,16.99%,372.71,D,D1,Account Manager,6 years,RENT,40000,Not Verified,Issued,credit_card,Credit card refinancing,945xx,CA,17.61,10,9536,44.10%,14,INDIVIDUAL,10391,6,1039,0,25160,10391,10200,3560
3000,3000, 36 months,13.49%,101.8,C,C2,Account manager,6 years,MORTGAGE,80100,Source Verified,Issued,debt_consolidation,Debt consolidation,551xx,MN,9.33,5,972,7.10%,24,INDIVIDUAL,8030,4,1606,0,22600,8030,13300,9000
10575,10575, 36 months,18.99%,387.59,D,D3,Account Manager,10+ years,MORTGAGE,107000,Verified,Issued,debt_consolidation,Debt consolidation,606xx,IL,18.67,16,8972,31%,23,INDIVIDUAL,251107,9,15694,0,258907,58080,22250,54617
16800,16800, 60 months,16.99%,417.44,D,D1,Account Manager,7 years,MORTGAGE,58800,Verified,Issued,debt_consolidation,Debt consolidation,302xx,GA,28.39,11,7304,54.10%,22,INDIVIDUAL,169119,3,15374,0,200651,59678,4700,69151
8000,8000, 36 months,7.99%,250.66,A,A5,Account Manager,10+ years,MORTGAGE,38000,Source Verified,Issued,debt_consolidation,Debt consolidation,736xx,OK,29.5,6,16727,89.90%,25,JOINT,80906,0,13484,0,131815,29930,17600,34365
